,NCT Number,DrugBank ID,SMILES
557,NCT01609595,DB03546,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)[C@@]([H])(CCCC1C(O)=N[C@]([H])(N)N[C@]1([H])N)C(O)(O)C(F)(F)F)C(O)=O
558,NCT01609595,DB09517,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
559,NCT01609595,DB05592,CN(C)CC1CCOC1(C1=CC=CC=C1)C1=CC=CC=C1
560,NCT01609595,DB07127,CC1=NC(=NO1)C(CC1=CC=CC=C1)(CC1=CC=C(NS(O)(=O)=O)C=C1)C1=NOC(C)=N1
561,NCT01609595,DB02946,CC[C@]1([C@@H](C)C1(Cl)Cl)C(=O)N[C@H](C)C1=CC=C(Cl)C=C1
562,NCT01609595,DB11151,[OH-].[Na+]
563,NCT01609595,DB07549,CC1=C[NH+]=C(NCC(F)(F)C2=[NH+]C=CC=C2)C(=O)N1CC(=O)NCC1=C(F)C(C)=CC=N1
564,NCT01609595,DB09153,[Na+].[Cl-]
565,NCT01609595,DB07619,[H][C@@]1(CC[C@@]([H])(CC1)C1=CC=CN=C1)N(C1CC1)C(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F
566,NCT01609595,DB00464,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O
567,NCT01609595,DB08089,FC(F)(F)CN(CC(F)(F)F)C1=CC2=C(NC(=O)C=C2C(F)(F)F)C=C1
568,NCT01609595,DB11396,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O
569,NCT01609595,DB07159,COC1=CC(NC2=NC=C(F)C(NC3=CC=C4OC(C)(C)C(=O)NC4=N3)=N2)=CC(OC)=C1OC
570,NCT01609595,DB14599,[Na+].[Na+].[Cu++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
571,NCT01609595,DB02433,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CN(CC(O)O)CP(O)(O)=O
572,NCT01609595,DB11932,CC1=CC=C(N=C1)C1=CC=C(C)C=N1
573,NCT01609595,DB14629,CC(=O)OCC(F)(F)F
574,NCT01609595,DB08124,O=C1NC2=CC=C(C=C2\C1=C\NC1=CC2=C(CS(=O)(=O)C2)C=C1)C1=CN=CO1
575,NCT01609595,DB00815,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
576,NCT01609595,DB08475,CC1(C)OC[C@@H](COP(O)(=O)CCCCC=C)O1
577,NCT01609595,DB07638,[H][C@@]12CC(F)(F)C[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1
578,NCT01609595,DB05630,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO
579,NCT01609595,DB13008,CC(C)(C)C1=CC(=CC=C1O)C(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C
580,NCT01609595,DB14598,[Na+].[Na+].[Ca++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
581,NCT01609595,DB00559,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
582,NCT01609595,DB09382,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1
583,NCT01609595,DB00385,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
584,NCT01609595,DB14201,S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1
585,NCT01609595,DB09183,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C
586,NCT01609595,DB11119,[Na+].[I-]
587,NCT01609595,DB01635,CC1(C)N[C@@H](CS1)C(O)=O
588,NCT01609595,DB01028,COC(F)(F)C(Cl)Cl
589,NCT01609595,DB14083,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1
590,NCT01609595,DB09561,[Na+].[Na+].OCC(O)COP([O-])([O-])=O
591,NCT01609595,DB00628,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
592,NCT01609595,DB03588,OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
593,NCT01609595,DB00756,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl
594,NCT01609595,DB06888,[H][C@]12CN(CCN3NC4=C(C=CC=C4C3=O)C3=NC4=C(NC3=O)C=CC=C4O1)[C@]([H])(C)C2
595,NCT01609595,DB07903,CC(C)(C)C(=O)NC1=C(N=CC=C1)C(=O)NC1=NC=CS1
596,NCT01609595,DB08613,OC(O)(C1=CC=C(S1)C(=O)N1CCN2C(C1)=NC=C2C1=CC=CC=C1)C(F)(F)F
597,NCT01609595,DB09380,[Na+].[Na+].[O-][51Cr]([O-])(=O)=O
598,NCT01609595,DB14496,[Na+].[Na+].[O-][Mo]([O-])(=O)=O
599,NCT01609595,DB01583,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
600,NCT01609595,DB09072,[Na+].OCCCC([O-])=O
601,NCT01609595,DB09395,[Na+].CC([O-])=O
602,NCT01609595,DB02531,CC(C)C(O)=O
603,NCT01609595,DB09531,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
604,NCT01609595,DB11590,[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O
605,NCT01609595,DB14600,[Na+].[Na+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O
606,NCT01609595,DB13771,[Na+].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O
607,NCT01609595,DB13404,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
608,NCT01609595,DB03226,OCC(F)(F)F
609,NCT01609595,DB07946,[H]N([H])C(=NOCCN([H])C(=O)CC1=C(Cl)C=CC(N([H])CC(F)(F)C2=CC=CC=C2)=C1F)N([H])[H]
610,NCT01609595,DB09132,[Gd+3].OC(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
611,NCT01609595,DB00597,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
612,NCT01609595,DB15974,[Na+].[Na+].[Na+].O=S1(=O)O[Au]2(OS(=O)(=O)S2)S1
613,NCT01609595,DB13937,CCC1=C(C)C2=C(C=CC3=C2C(Cl)=CC(=O)N3)N1CC(F)(F)F
614,NCT01609595,DB07805,CC(C)(CCl)C(=O)NC1=CC=C(C=C1)C(F)(F)F
615,NCT01609595,DB11159,[Na+].[Na+].[S--]
616,NCT01609595,DB07530,[H][C@]1(CC[C@](C)(CCC#CC(O)(C(F)(F)F)C(F)(F)F)C1(C)C)\C=C\C=C1C[C@](O)([H])C[C@@](O)([H])C1
617,NCT01609595,DB07756,CC1=C(CSCC2=CC(=CC=C2)C(O)(O)C(F)(F)F)C(N)=C2C(F)=CC=CC2=N1
618,NCT01609595,DB15825,[Na+].O[Al+]O.[O-]C([O-])=O
619,NCT01609595,DB07221,CCCCCCCCCCCC[P+](C)(C)CC(P(O)(O)=O)P(O)(O)=O
620,NCT01609595,DB08373,CS(=O)(=O)C1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=C(C(Cl)=C1)S(C)(=O)=O
621,NCT01609595,DB04627,OC[C@H]1O[C@@H]2[C@@H](OC3=NC(=O)C=CN23)[C@@H]1O
622,NCT01609595,DB15950,[Na+].[H][C@]12CC[C@@](CS([O-])(=O)=O)(C(=O)C1)C2(C)C
623,NCT01609595,DB07550,[O-][N+]1=CC=CC=C1C(F)(F)CNC1=NC=C(Cl)N(CC(=O)NCC2=C(F)C=CC=C2)C1=O
624,NCT01609595,DB07121,[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CCN)C=C1)C(=O)NO
625,NCT01538238,DB06589,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1
626,NCT03010982,DB12887,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O
627,NCT03964558,DB14492,[K+].I[I-]I
628,NCT03964558,DB03843,[H]C([H])=O
629,NCT00543049,DB01268,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
630,NCT01683994,DB09383,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
631,NCT01683994,DB01248,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
632,NCT01683994,DB14625,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
633,NCT01683994,DB00635,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
634,NCT01683994,DB15970,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])C[C@H](Cl)C2=CC(=O)C=C[C@]12C
635,NCT01683994,DB08875,COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2
636,NCT01683994,DB14646,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
637,NCT01683994,DB12952,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
638,NCT03123016,DB05676,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O
639,NCT02109328,DB12633,CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C
640,NCT02109328,DB01248,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
641,NCT02109328,DB01229,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
642,NCT02109328,DB05297,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@@]3([H])[C@@](C)([C@@H](O)C[C@@]4([H])OC[C@@]34OC(=O)C)C(=O)[C@H](OC(=O)C)C(=C1C)C2(C)C)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1
643,NCT02109328,DB12619,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)C2=CC=CC=C2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C3=CC=CC=C3)C3=CC=CC=C3)C(C)=C([C@@H](OC(C)=O)C1=O)C2(C)C
644,NCT02109328,DB05220,COC1=CC(NC2=NC=C3CN=C(C4=CC(Cl)=CC=C4C3=N2)C2=C(OC)C=CC=C2F)=CC=C1C(O)=O
645,NCT01283945,DB11845,CNC(=O)C1=C2C=CC(OC3=C4C=C(OC)C(OCC5(N)CC5)=CC4=NC=C3)=CC2=CC=C1
646,NCT00901563,DB13067,C[C@@H](NC(=O)CNC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@H]1CCCN1C(=O)[C@@H](CC1=CC=C(O)C=C1)NC(C)=O)C(=O)NCC(N)=O
647,NCT01824615,DB01268,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
648,NCT01210911,DB00331,CN(C)C(=N)NC(N)=N
649,NCT01210911,DB00530,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2
650,NCT01210911,DB12564,CCCCCCCC\C=C\CCCCCCCC(=O)OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)C(F)(F)[C@@H]1O
651,NCT01210911,DB00441,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
652,NCT01210911,DB15057,C[C@H](NP(=O)(OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)C(F)(F)[C@@H]1O)OC1=CC=CC=C1)C(=O)OCC1=CC=CC=C1
653,NCT04690751,DB06119,NC(=O)O[C@@H](CN1N=CN=N1)C1=C(Cl)C=CC=C1
654,NCT02860286,DB12887,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O
655,NCT03251443,DB14765,O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=CC=CN=C1NCC1=CC=NC=C1
656,NCT03251443,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
657,NCT02601937,DB12887,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O
658,NCT02711007,DB14765,O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=CC=CN=C1NCC1=CC=NC=C1
659,NCT02711007,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
660,NCT02107963,DB00531,ClCCN(CCCl)P1(=O)NCCCO1
661,NCT01300026,DB08079,COC1=CC2=NC=CC(OCC3=NN=C4C=CC(=NN34)C3=CC=CC=C3)=C2C=C1
662,NCT01300026,DB05490,ClC1=CC=C(C(Cl)=C1)S(=O)(=O)NC1=CC(Cl)=C(OC2=CN=C3C=CC=CC3=C2)C(Cl)=C1
663,NCT01300026,DB15639,COCCOC1=CC2=C(C=CN([C@H](C)C3=NN=C4N3C=C(C=C4F)C3=CN(C)N=C3)C2=O)N=C1
664,NCT01300026,DB06011,[H][C@](C)(CC1(C2=NNN=N2)C2=CC=C(C=C2CCC2=CC(=CC=C12)C(=O)N(C)C)C(=O)N(C)C)NCC(=O)N1CCC[C@@]1([H])C#N
665,NCT00922883,DB06210,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1
666,NCT00540176,DB08834,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
667,NCT00540176,DB14107,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2N)C(O)=O
668,NCT00540176,DB05990,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
669,NCT00540176,DB06777,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
670,NCT00540176,DB01586,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
671,NCT00540176,DB16026,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)OC1=CC=C(\C=C\C(=O)OCCCCO[N+]([O-])=O)C=C1OC
672,NCT00540176,DB08809,OC(=O)C(Cl)Cl
673,NCT00540176,DB00958,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H]
674,NCT01253707,DB08079,COC1=CC2=NC=CC(OCC3=NN=C4C=CC(=NN34)C3=CC=CC=C3)=C2C=C1
675,NCT01253707,DB05490,ClC1=CC=C(C(Cl)=C1)S(=O)(=O)NC1=CC(Cl)=C(OC2=CN=C3C=CC=CC3=C2)C(Cl)=C1
676,NCT01253707,DB15639,COCCOC1=CC2=C(C=CN([C@H](C)C3=NN=C4N3C=C(C=C4F)C3=CN(C)N=C3)C2=O)N=C1
677,NCT01253707,DB06011,[H][C@](C)(CC1(C2=NNN=N2)C2=CC=C(C=C2CCC2=CC(=CC=C12)C(=O)N(C)C)C(=O)N(C)C)NCC(=O)N1CCC[C@@]1([H])C#N
678,NCT00390468,DB05465,COC1=C(OCCCN2CCCCC2)C=C2N=CN=C(N3CCN(CC3)C(=O)NC3=CC=C(OC(C)C)C=C3)C2=C1
679,NCT01064336,DB06210,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1
680,NCT03690141,DB15219,CC1=C2N(C(=O)C(NC3=CC(N)=NC=N3)=C1)C1(CCCCC1)NC2=O
681,NCT02366312,DB08828,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1
682,NCT04179071,DB12048,C[C@H](N1N=NC2=NC=C(N=C12)C1=CN(C)N=C1)C1=CN2C=CN=C2C=C1
683,NCT04179071,DB00927,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
684,NCT03376958,DB14765,O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=CC=CN=C1NCC1=CC=NC=C1
685,NCT03376958,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
686,NCT02714036,DB05266,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C
687,NCT04216082,DB11885,COC1=CC2=C(OC3=CC=C4NC(C)=CC4=C3F)C=CN=C2C=C1OCC1(N)CC1
688,NCT00490139,DB01259,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
689,NCT03353740,DB11744,NC[C@H]1OB(O)C2=C1C=CC=C2OCCCO
690,NCT03353740,DB15952,[Na+].[O-][N+]([O-])=O
691,NCT03353740,DB16229,CCCNCCOC1=CC(=CC(F)=C1)S(C)(=O)=O
692,NCT03353740,DB15888,OC(C(=O)OCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
693,NCT03353740,DB13727,C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1
694,NCT03353740,DB04752,[H]\C(CCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]([H])(COC(=O)CCCCCCC\C([H])=C(\[H])CCCCCCCC)COP(O)(=O)OCCO
695,NCT03353740,DB12043,CC(C)OC(=O)CCC[C@H]1CC[C@H]2[C@H](C[C@@H](O)[C@@H]2\C=C\[C@@H](O)COC2=CC(F)=CC=C2F)OC1
696,NCT03353740,DB09498,[Cl-].[Cl-].[89Sr++]
697,NCT03353740,DB15297,CN1C=C(C=N1)C1=CC(=C(C=C1)S(=O)(=O)[C@@H]1C[C@H](N(C1)C(=O)C1(CC1)C(F)(F)F)C(=O)NC1(CC1)C#N)C(F)(F)F
698,NCT03353740,DB16019,[68Ga+3].OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCC1=CC(CN(CCN(CC([O-])=O)CC2=C(O)C=CC(CCC([O-])=O)=C2)CC([O-])=O)=C(O)C=C1)C(O)=O)C(O)=O
699,NCT03353740,DB00454,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
700,NCT03353740,DB13925,[68Ga+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O
701,NCT03353740,DB15995,O[N+]([O-])=O
702,NCT03353740,DB15424,[18F]C1=CC=C(C=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
703,NCT03353740,DB15494,[68Ga+3].C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
704,NCT02919111,DB11744,NC[C@H]1OB(O)C2=C1C=CC=C2OCCCO
705,NCT02919111,DB15952,[Na+].[O-][N+]([O-])=O
706,NCT02919111,DB16229,CCCNCCOC1=CC(=CC(F)=C1)S(C)(=O)=O
707,NCT02919111,DB15888,OC(C(=O)OCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
708,NCT02919111,DB13727,C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1
709,NCT02919111,DB04752,[H]\C(CCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]([H])(COC(=O)CCCCCCC\C([H])=C(\[H])CCCCCCCC)COP(O)(=O)OCCO
710,NCT02919111,DB12043,CC(C)OC(=O)CCC[C@H]1CC[C@H]2[C@H](C[C@@H](O)[C@@H]2\C=C\[C@@H](O)COC2=CC(F)=CC=C2F)OC1
711,NCT02919111,DB09498,[Cl-].[Cl-].[89Sr++]
712,NCT02919111,DB15297,CN1C=C(C=N1)C1=CC(=C(C=C1)S(=O)(=O)[C@@H]1C[C@H](N(C1)C(=O)C1(CC1)C(F)(F)F)C(=O)NC1(CC1)C#N)C(F)(F)F
713,NCT02919111,DB16019,[68Ga+3].OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCC1=CC(CN(CCN(CC([O-])=O)CC2=C(O)C=CC(CCC([O-])=O)=C2)CC([O-])=O)=C(O)C=C1)C(O)=O)C(O)=O
714,NCT02919111,DB00454,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
715,NCT02919111,DB13925,[68Ga+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O
716,NCT02919111,DB15995,O[N+]([O-])=O
717,NCT02919111,DB15424,[18F]C1=CC=C(C=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
718,NCT02919111,DB15494,[68Ga+3].C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
719,NCT02918357,DB11744,NC[C@H]1OB(O)C2=C1C=CC=C2OCCCO
720,NCT02918357,DB15952,[Na+].[O-][N+]([O-])=O
721,NCT02918357,DB16229,CCCNCCOC1=CC(=CC(F)=C1)S(C)(=O)=O
722,NCT02918357,DB15888,OC(C(=O)OCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
723,NCT02918357,DB13727,C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1
724,NCT02918357,DB04752,[H]\C(CCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]([H])(COC(=O)CCCCCCC\C([H])=C(\[H])CCCCCCCC)COP(O)(=O)OCCO
725,NCT02918357,DB12043,CC(C)OC(=O)CCC[C@H]1CC[C@H]2[C@H](C[C@@H](O)[C@@H]2\C=C\[C@@H](O)COC2=CC(F)=CC=C2F)OC1
726,NCT02918357,DB09498,[Cl-].[Cl-].[89Sr++]
727,NCT02918357,DB15297,CN1C=C(C=N1)C1=CC(=C(C=C1)S(=O)(=O)[C@@H]1C[C@H](N(C1)C(=O)C1(CC1)C(F)(F)F)C(=O)NC1(CC1)C#N)C(F)(F)F
